ID,Year_start,Year_finish,Duration,Season,Method,Strata_sampling,Nights,hours_per_night,number_of_mistnets,effort_straube_bianconi,Sampling_habitat,Community,Class,Order,Superfamily,Family,Capture_number,Species,Status
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Molossops.temminckii,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,0,Saccopteryx.leptura,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Molossus.molossus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Pygoderma.bilabiatum,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Chrotopterus.auritus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,0,Peropteryx.leucoptera,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Cynomops.abrasus,DD
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Micronycteris.schmidtorum,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Sturnira.tildae,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Mimon.bennettii,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,1,Eptesicus.diminutus,DD
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,2,Chiroderma.doriae,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Phylloderma.stenops,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Tadarida.brasiliensis,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,1,Chiroderma.villosum,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Lonchophylla.mordax,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Tonatia.bidens,DD
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Natalidae,0,Natalus.macrourus,NT
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Eptesicus.brasiliensis,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Lasiurus.cinereus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Phyllostomus.hastatus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,4,Artibeus.lituratus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Noctilionidae,0,Noctilio.albiventris,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Molossus.sp.,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Glyphonycteris.sylvestris,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Trinycteris.nicefori,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Desmodus.rotundus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Diaemus.youngii,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Phyllostomus.elongatus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Thyropteridae,0,Thyroptera.tricolor,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Lophostoma.silvicolum,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Uroderma.magnirostrum,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Glyphonycteris.daviesi,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Micronycteris.sp.,NA
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Myotis.ruber,NT
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Platyrrhinus.incarum,NA
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Trachops.cirrhosus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Phyllostomus.discolor,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Cynomops.planirostris,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Histiotus.montanus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,1,Platyrrhinus.lineatus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Promops.nasutus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Uroderma.bilobatum,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Artibeus.fimbriatus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Macrophyllum.macrophyllum,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Tonatia.saurophila,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Myotis.izecksohni,NA
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Micronycteris.hirsuta,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,1,Anoura.caudifer,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Anoura.geoffroyi,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Histiotus.velatus,DD
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Myotis.albescens,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Myotis.levis,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Diphylla.ecaudata,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,2,Glossophaga.soricina,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Artibeus.cinereus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Furipteridae,0,Furipterus.horrens,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Myotis.lavali,NA
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Myotis.dinellii,NA
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Lampronycteris.brachyotis,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Micronycteris.microtis,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Platyrrhinus.recifinus,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Micronycteris.minuta,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Micronycteris.megalotis,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Myotis.nigricans,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Myotis.riparius,LC
bat1064,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Lophostoma.brasiliense,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Eptesicus.furinalis,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Noctilionidae,0,Noctilio.leporinus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Rhogeessa.io,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,0,Rhynchonycteris.naso,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Carollia.brevicauda,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Molossus.rufus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Vampyrodes.caraccioli,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,8,Sturnira.lilium,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Rhinophylla.pumilio,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Lasiurus.cinereus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Eumops.glaucinus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Eptesicus.taddeii,NA
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,8,Artibeus.lituratus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Nyctinomops.laticaudatus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,1,Artibeus.planirostris,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,0,Peropteryx.cf..kappleri,NA
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Lonchophylla.bokermanni,EN
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Pygoderma.bilabiatum,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Carollia.sp.,NA
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Natalidae,0,Natalus.macrourus,NT
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Uroderma.magnirostrum,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Mimon.bennettii,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,0,Centronycteris.maximiliani,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Mimon.crenulatum,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Artibeus.sp.,NA
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,0,Peropteryx.leucoptera,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Eumops.perotis,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,0,Saccopteryx.bilineata,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Nyctinomops.macrotis,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Molossops.neglectus,DD
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,1,Vampyressa.pusilla,DD
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,35,Carollia.perspicillata,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Lonchophylla.peracchii,NA
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Micronycteris.sp.,NA
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Artibeus.obscurus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Dryadonycteris.capixaba,NA
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,0,Peropteryx.macrotis,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Lichonycteris.degener,NA
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,1,Chiroderma.doriae,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Lasiurus.ega,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Platyrrhinus.incarum,NA
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Artibeus.cinereus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Eumops.auripendulus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Emballonuroidea,Emballonuridae,0,Saccopteryx.leptura,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Lonchophylla.mordax,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,1,Chrotopterus.auritus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Phyllostomus.elongatus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Promops.nasutus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Eptesicus.brasiliensis,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Molossidae,0,Eumops.patagonicus,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Sturnira.tildae,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Vespertilionoidea,Vespertilionidae,0,Eptesicus.diminutus,DD
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,1,Anoura.geoffroyi,LC
bat1065,2012,2013,5 days,both,mist nets,U,5,6,12,4320,forest interior and forest edge,all,Mammalia,Chiroptera,Noctilionoidea,Phyllostomidae,0,Tonatia.saurophila,LC
